KCH,semester,xkrs,jgl,pjf,yxl
0901170001,2017-2018学年第一学期,70.0,100.0,84.67,10.0
0901170001,2016-2017学年第一学期,66.0,100.0,78.08,4.55
0901170001,2015-2016学年第一学期,65.0,100.0,76.37,10.77
0901170001,2014-2015学年第一学期,60.0,100.0,81.12,6.67
0901170001,2013-2014学年第一学期,80.0,100.0,79.86,15.0
0901170001,2012-2013学年第一学期,68.0,100.0,81.93,7.35
0901170001,2011-2012学年第一学期,49.0,100.0,72.43,0.0
0901210001,2020-2021学年第二学期,47.0,100.0,77.57,2.13
0901210001,2019-2020学年第二学期,204.0,100.0,81.18,0.49
0901210001,2018-2019学年第二学期,200.0,100.0,70.18,0.48
0901210001,2017-2018学年第二学期,268.0,100.0,79.03,3.36
0901210001,2016-2017学年第二学期,131.0,100.0,77.9,0.76
0901210001,2015-2016学年第二学期,91.0,100.0,76.05,1.1
0901210001,2014-2015学年第二学期,58.0,100.0,81.72,31.03
0901210001,2013-2014学年第二学期,70.0,100.0,87.47,34.29
0901210001,2012-2013学年第二学期,87.0,100.0,77.54,17.24
0901210001,2011-2012学年第二学期,83.0,100.0,70.73,3.61
0901240001,2018-2019学年第二学期,132.0,100.0,79.39,9.09
0901240001,2017-2018学年第二学期,217.0,100.0,80.65,5.07
0901240001,2016-2017学年第二学期,230.0,100.0,82.69,8.7
0901240001,2015-2016学年第二学期,235.0,100.0,79.33,3.4
0901240001,2014-2015学年第二学期,249.0,100.0,79.35,6.02
0901240001,2013-2014学年第二学期,208.0,100.0,85.86,38.46
0901240001,2012-2013学年第二学期,211.0,100.0,87.0,42.18
0901240001,2011-2012学年第二学期,245.0,100.0,83.02,6.53
0901240001,2010-2011学年第二学期,208.0,100.0,72.07,0.0
0901240001,2009-2010学年第二学期,190.0,100.0,75.52,0.0
0901250001,2007-2008学年第一学期,181.0,100.0,73.51,3.87
0901250001,2006-2007学年第一学期,158.0,100.0,69.47,0.63
0901250001,2005-2006学年第一学期,124.0,100.0,,0.0
0901260001,2020-2021学年第二学期,40.0,100.0,78.9,10.0
0901260001,2019-2020学年第二学期,30.0,100.0,73.9,10.0
0901260001,2018-2019学年第二学期,63.0,100.0,77.27,9.52
0901260001,2017-2018学年第二学期,49.0,100.0,79.14,10.2
0901260001,2016-2017学年第二学期,70.0,100.0,77.39,5.71
0901260001,2015-2016学年第二学期,44.0,100.0,65.75,4.55
0901260001,2012-2013学年第二学期,56.0,100.0,53.89,0.0
0901260001,2011-2012学年第二学期,50.0,100.0,56.28,4.0
0901260001,2010-2011学年第二学期,25.0,100.0,52.04,4.0
0901260001,2009-2010学年第二学期,82.0,100.0,60.95,0.0
0901270001,2020-2021学年第二学期,61.0,100.0,82.16,3.28
0901270001,2019-2020学年第二学期,88.0,100.0,82.91,1.14
0901270001,2018-2019学年第二学期,129.0,100.0,75.71,0.78
0901270001,2017-2018学年第二学期,49.0,100.0,66.98,0.0
0901270001,2016-2017学年第二学期,55.0,100.0,72.36,0.0
0901270001,2015-2016学年第二学期,57.0,100.0,55.88,0.0
0901270001,2014-2015学年第二学期,47.0,100.0,67.55,4.26
0901270001,2013-2014学年第二学期,158.0,100.0,66.03,0.0
0901270001,2012-2013学年第二学期,159.0,100.0,71.87,1.89
0901270001,2011-2012学年第二学期,253.0,100.0,65.68,0.79
0901320001,2020-2021学年第二学期,152.0,100.0,74.94,8.64
0901320001,2019-2020学年第二学期,159.0,100.0,67.02,1.72
0901320001,2019-2020学年第一学期,124.0,100.0,73.41,7.26
0901320001,2018-2019学年第二学期,11.0,100.0,61.64,0.0
0901320001,2018-2019学年第一学期,189.0,100.0,68.39,0.53
0901320001,2017-2018学年第二学期,20.0,100.0,60.3,5.0
0901320001,2017-2018学年第一学期,205.0,100.0,71.2,1.93
0901320001,2016-2017学年第一学期,236.0,100.0,72.32,3.81
0901320001,2015-2016学年第一学期,276.0,100.0,66.6,3.26
0901320001,2014-2015学年第一学期,262.0,100.0,47.93,1.91
0901520001,2020-2021学年第二学期,200.0,100.0,84.26,9.9
0901520001,2020-2021学年第一学期,260.0,100.0,84.13,9.62
0901520001,2019-2020学年第二学期,199.0,100.0,85.24,9.55
0901520001,2019-2020学年第一学期,175.0,100.0,83.95,6.29
0901520001,2018-2019学年第二学期,78.0,100.0,85.56,6.41
0901520001,2018-2019学年第一学期,66.0,100.0,82.79,3.03
0901520001,2017-2018学年第二学期,99.0,100.0,86.2,5.94
0901520001,2017-2018学年第一学期,173.0,100.0,80.9,4.62
0901520001,2016-2017学年第二学期,199.0,100.0,82.94,13.57
0901520001,2016-2017学年第一学期,163.0,100.0,76.81,9.82
0901530001,2013-2014学年第一学期,33.0,100.0,76.3,3.03
0901530001,2012-2013学年第一学期,48.0,100.0,73.04,4.17
0901530001,2011-2012学年第一学期,44.0,100.0,74.43,0.0
0901530001,2010-2011学年第一学期,24.0,100.0,76.88,0.0
0901530001,2009-2010学年第一学期,32.0,100.0,73.44,6.25
0901530001,2008-2009学年第一学期,48.0,100.0,79.98,6.25
0901530001,2007-2008学年第一学期,79.0,100.0,68.48,2.53
0901550001,2020-2021学年第二学期,75.0,100.0,70.48,7.23
0901550001,2019-2020学年第二学期,76.0,100.0,64.25,7.14
0901550001,2018-2019学年第二学期,83.0,100.0,66.1,8.6
0901550001,2017-2018学年第二学期,97.0,100.0,64.98,7.84
0901550001,2016-2017学年第二学期,69.0,100.0,55.81,2.86
0901550001,2015-2016学年第二学期,70.0,100.0,53.6,7.14
0901550001,2014-2015学年第二学期,75.0,100.0,55.17,0.0
0901550001,2013-2014学年第二学期,75.0,100.0,63.51,4.0
0901550001,2012-2013学年第二学期,73.0,100.0,50.62,2.74
0901550001,2011-2012学年第二学期,68.0,100.0,47.24,0.0
0901560001,2020-2021学年第二学期,73.0,100.0,75.75,10.67
0901560001,2019-2020学年第二学期,81.0,100.0,70.38,3.7
0901560001,2018-2019学年第二学期,87.0,100.0,63.97,1.08
0901560001,2017-2018学年第二学期,179.0,100.0,70.66,2.75
0901580001,2020-2021学年第一学期,66.0,100.0,75.42,6.06
0901580001,2019-2020学年第一学期,81.0,100.0,81.01,8.64
0901580001,2018-2019学年第一学期,71.0,100.0,72.32,4.23
0901580001,2017-2018学年第一学期,39.0,100.0,67.72,0.0
0901580001,2016-2017学年第一学期,34.0,100.0,60.15,0.0
0901580001,2015-2016学年第一学期,43.0,100.0,58.98,0.0
0901580001,2014-2015学年第一学期,34.0,100.0,52.12,2.94
0901580001,2013-2014学年第一学期,21.0,100.0,60.0,0.0
0901580001,2012-2013学年第一学期,39.0,100.0,64.72,0.0
0901580001,2011-2012学年第一学期,42.0,100.0,70.26,2.38
0901590001,2020-2021学年第一学期,111.0,100.0,64.07,7.14
0901590001,2019-2020学年第一学期,141.0,100.0,62.99,4.96
0901590001,2018-2019学年第一学期,95.0,100.0,62.24,2.88
0901590001,2017-2018学年第一学期,153.0,100.0,66.48,7.01
0901590001,2016-2017学年第一学期,109.0,100.0,65.9,1.83
0901590001,2015-2016学年第一学期,172.0,100.0,70.88,9.88
0901590001,2014-2015学年第一学期,184.0,100.0,65.8,5.43
0901590001,2013-2014学年第一学期,116.0,100.0,61.92,3.45
0901590001,2012-2013学年第一学期,159.0,100.0,63.23,3.77
0901590001,2011-2012学年第一学期,160.0,100.0,56.84,1.25
0901610001,2018-2019学年第二学期,74.0,100.0,65.57,0.0
0901610001,2017-2018学年第二学期,57.0,100.0,72.02,1.75
0901610001,2016-2017学年第二学期,54.0,100.0,62.22,0.0
0901610001,2015-2016学年第二学期,57.0,100.0,61.0,0.0
0901610001,2014-2015学年第二学期,45.0,100.0,64.6,6.67
0901610001,2013-2014学年第二学期,42.0,100.0,69.31,2.38
0901610001,2012-2013学年第二学期,53.0,100.0,71.92,7.55
0901610001,2011-2012学年第二学期,48.0,100.0,67.81,4.17
0901610001,2008-2009学年第一学期,58.0,100.0,80.76,27.59
0901620001,2012-2013学年第一学期,23.0,100.0,69.48,13.04
0901620001,2011-2012学年第一学期,15.0,100.0,76.13,13.33
0901620001,2007-2008学年第一学期,39.0,100.0,65.26,0.0
0901630001,2007-2008学年第二学期,13.0,100.0,66.54,0.0
0901630001,2006-2007学年第一学期,61.0,100.0,69.98,6.56
0901680001,2013-2014学年第二学期,79.0,100.0,61.8,7.59
0901680001,2012-2013学年第二学期,142.0,100.0,63.11,2.82
0901680001,2011-2012学年第二学期,159.0,100.0,59.11,3.14
0901680001,2010-2011学年第二学期,146.0,100.0,56.84,4.79
0901680001,2009-2010学年第二学期,153.0,100.0,57.99,8.5
0901680001,2008-2009学年第二学期,195.0,100.0,66.79,11.28
0901680001,2007-2008学年第二学期,383.0,100.0,64.36,3.13
0901680001,2006-2007学年第二学期,300.0,100.0,60.85,4.33
0901680001,2005-2006学年第二学期,235.0,100.0,,0.0
0901680001,2004-2005学年第二学期,150.0,100.0,,0.0
0901680002,2012-2013学年第二学期,349.0,100.0,65.99,6.3
0901680002,2011-2012学年第二学期,305.0,100.0,69.17,8.85
0901680002,2010-2011学年第二学期,309.0,100.0,66.2,1.94
0901680002,2010-2011学年第一学期,55.0,100.0,63.76,7.27
0901680002,2009-2010学年第二学期,308.0,100.0,62.88,4.87
0901680002,2008-2009学年第二学期,229.0,100.0,68.45,10.04
0901680002,2003-2004学年第二学期,140.0,100.0,,0.0
0901680002,2002-2003学年第二学期,150.0,100.0,,0.0
0901680003,2020-2021学年第二学期,166.0,100.0,62.83,3.55
0901680003,2019-2020学年第二学期,182.0,100.0,60.67,4.72
0901680003,2018-2019学年第二学期,179.0,100.0,62.48,4.76
0901680003,2017-2018学年第二学期,177.0,100.0,64.61,4.81
0901680003,2016-2017学年第二学期,289.0,100.0,65.68,4.15
0901680003,2015-2016学年第二学期,305.0,100.0,62.26,5.9
0901680003,2014-2015学年第二学期,334.0,100.0,64.03,2.4
0901680003,2013-2014学年第二学期,320.0,100.0,69.94,8.75
0901700001,2014-2015学年第一学期,60.0,100.0,63.88,8.33
0901700001,2013-2014学年第一学期,343.0,100.0,68.54,6.71
0901700001,2012-2013学年第一学期,376.0,100.0,72.17,9.04
0901700001,2011-2012学年第一学期,356.0,100.0,70.06,12.92
0901700001,2010-2011学年第一学期,328.0,100.0,68.96,6.1
0901700001,2009-2010学年第一学期,268.0,100.0,74.94,17.16
0901700001,2008-2009学年第一学期,168.0,100.0,70.03,4.76
0901700001,2007-2008学年第一学期,91.0,100.0,66.64,2.2
0901700001,2006-2007学年第一学期,67.0,100.0,68.46,4.48
0901700001,2005-2006学年第一学期,53.0,100.0,,0.0
0901700002,2020-2021学年第一学期,164.0,100.0,66.22,4.79
0901700002,2019-2020学年第一学期,184.0,100.0,67.63,9.24
0901700002,2018-2019学年第一学期,165.0,100.0,61.77,7.18
0901700002,2017-2018学年第二学期,22.0,100.0,63.86,13.64
0901700002,2017-2018学年第一学期,263.0,100.0,57.65,1.36
0901700002,2016-2017学年第一学期,254.0,100.0,68.03,15.75
0901700002,2015-2016学年第一学期,250.0,100.0,77.37,28.0
0901700002,2014-2015学年第一学期,278.0,100.0,78.34,16.55
0901720001,2020-2021学年第一学期,60.0,100.0,64.57,0.0
0901720001,2019-2020学年第一学期,52.0,100.0,63.23,0.0
0901720001,2018-2019学年第一学期,17.0,100.0,48.94,0.0
0901720001,2016-2017学年第一学期,53.0,100.0,47.08,0.0
0901720001,2015-2016学年第一学期,68.0,100.0,50.82,0.0
0901720001,2014-2015学年第一学期,71.0,100.0,55.28,1.41
0901720001,2013-2014学年第一学期,60.0,100.0,55.13,0.0
0901720001,2012-2013学年第一学期,56.0,100.0,60.61,0.0
0901720001,2011-2012学年第一学期,69.0,100.0,55.74,0.0
0901720001,2010-2011学年第一学期,50.0,100.0,63.3,2.0
0901730001,2014-2015学年第一学期,59.0,100.0,59.25,0.0
0901730001,2013-2014学年第一学期,49.0,100.0,70.22,0.0
0901730001,2008-2009学年第一学期,57.0,100.0,81.61,0.0
0901740001,2018-2019学年第二学期,133.0,100.0,82.36,1.5
0901740001,2017-2018学年第二学期,203.0,100.0,78.52,2.94
0901740001,2016-2017学年第二学期,59.0,100.0,69.53,1.69
0901740001,2015-2016学年第二学期,43.0,100.0,59.47,0.0
0901740001,2014-2015学年第二学期,179.0,100.0,71.7,0.0
0901740001,2013-2014学年第二学期,218.0,100.0,74.9,0.46
0901740001,2012-2013学年第二学期,212.0,100.0,71.87,0.94
0901740001,2011-2012学年第二学期,212.0,100.0,77.12,7.55
0901740001,2010-2011学年第二学期,185.0,100.0,72.92,1.62
0901740001,2009-2010学年第二学期,149.0,100.0,71.29,0.0
0901750001,2020-2021学年第一学期,52.0,100.0,76.35,0.0
0901750001,2019-2020学年第二学期,61.0,100.0,82.48,0.0
0901750001,2005-2006学年第二学期,34.0,100.0,,0.0
0901760001,2020-2021学年第二学期,119.0,100.0,72.42,2.46
0901760001,2019-2020学年第二学期,127.0,100.0,76.49,0.0
0901760001,2018-2019学年第二学期,133.0,100.0,78.62,6.77
0901760001,2017-2018学年第二学期,148.0,100.0,76.67,6.76
0901760001,2016-2017学年第二学期,112.0,100.0,72.54,2.68
0901760001,2015-2016学年第二学期,104.0,100.0,75.09,10.58
0901760001,2014-2015学年第二学期,111.0,100.0,66.67,1.8
0901760001,2013-2014学年第二学期,93.0,100.0,74.8,8.6
0901760001,2012-2013学年第二学期,118.0,100.0,76.24,0.85
0901760001,2011-2012学年第二学期,138.0,100.0,66.74,2.17
0901760002,2010-2011学年第二学期,25.0,100.0,63.08,4.0
0901760002,2009-2010学年第二学期,33.0,100.0,68.82,0.0
0901760002,2006-2007学年第二学期,151.0,100.0,76.48,12.58
0901760002,2005-2006学年第二学期,157.0,100.0,,0.0
0901760002,2004-2005学年第二学期,51.0,100.0,,0.0
0901800001,2020-2021学年第二学期,313.0,100.0,69.46,1.2
0901800001,2019-2020学年第二学期,317.0,100.0,66.04,1.41
0901800001,2018-2019学年第二学期,334.0,100.0,69.01,3.87
0901800001,2017-2018学年第二学期,327.0,100.0,68.44,4.21
0901800001,2016-2017学年第二学期,351.0,100.0,66.81,1.14
0901800001,2015-2016学年第二学期,437.0,100.0,62.28,0.0
0901800001,2014-2015学年第二学期,419.0,100.0,60.0,0.0
0901800001,2013-2014学年第二学期,441.0,100.0,67.11,2.27
0901800001,2012-2013学年第二学期,432.0,100.0,67.34,1.39
0901800001,2011-2012学年第二学期,426.0,100.0,66.81,1.64
0901830001,2018-2019学年第二学期,75.0,100.0,68.79,0.0
0901830001,2017-2018学年第二学期,61.0,100.0,67.22,0.0
0901830002,2016-2017学年第二学期,52.0,100.0,67.98,0.0
0901850001,2020-2021学年第一学期,31.0,100.0,76.19,0.0
0901850001,2019-2020学年第一学期,110.0,100.0,79.15,0.0
0901850001,2018-2019学年第一学期,63.0,100.0,72.52,9.52
0901850001,2017-2018学年第一学期,153.0,100.0,78.8,7.19
0901850001,2016-2017学年第一学期,146.0,100.0,80.12,10.96
0901850001,2015-2016学年第一学期,176.0,100.0,81.52,8.52
0901850001,2014-2015学年第一学期,264.0,100.0,74.08,3.79
0901850001,2013-2014学年第一学期,268.0,100.0,81.8,4.48
0901850001,2012-2013学年第一学期,205.0,100.0,83.19,1.46
0901850001,2011-2012学年第一学期,231.0,100.0,84.94,0.43
0901920001,2020-2021学年第二学期,21.0,100.0,65.38,0.0
0901920001,2019-2020学年第二学期,61.0,100.0,70.92,0.0
0901920001,2018-2019学年第二学期,39.0,100.0,63.67,0.0
0901920001,2017-2018学年第二学期,26.0,100.0,46.92,0.0
0901920001,2016-2017学年第二学期,49.0,100.0,50.18,0.0
0901920001,2015-2016学年第二学期,87.0,100.0,58.76,0.0
0901920001,2014-2015学年第二学期,173.0,100.0,64.5,2.89
0901920001,2013-2014学年第二学期,206.0,100.0,70.81,0.97
0901920001,2012-2013学年第二学期,261.0,100.0,69.07,1.92
0901920001,2011-2012学年第二学期,244.0,100.0,72.17,1.23
0901940001,2007-2008学年第二学期,58.0,100.0,60.05,0.0
0901940001,2006-2007学年第二学期,54.0,100.0,61.45,1.89
0901940001,2005-2006学年第二学期,52.0,100.0,,0.0
0901940001,2004-2005学年第二学期,50.0,100.0,,0.0
0901940001,2003-2004学年第二学期,57.0,100.0,,0.0
0901940001,2002-2003学年第二学期,51.0,100.0,,0.0
0901940001,2001-2002学年第二学期,53.0,100.0,,0.0
0901950001,2019-2020学年第一学期,77.0,100.0,70.69,2.6
0901950001,2018-2019学年第二学期,1.0,100.0,84.0,0.0
0901950001,2018-2019学年第一学期,68.0,100.0,77.51,0.0
0901950001,2017-2018学年第一学期,305.0,100.0,75.29,3.93
0901950001,2016-2017学年第一学期,286.0,100.0,73.57,0.7
0901950001,2014-2015学年第二学期,312.0,100.0,72.29,0.96
0901950001,2013-2014学年第二学期,308.0,100.0,75.29,0.65
0901950001,2012-2013学年第二学期,268.0,100.0,77.14,0.75
0901950001,2007-2008学年第二学期,65.0,100.0,73.03,1.54
0901950001,2007-2008学年第一学期,119.0,100.0,79.92,0.0
0901970001,2020-2021学年第一学期,51.0,100.0,80.94,3.92
0901970001,2019-2020学年第一学期,40.0,100.0,77.43,7.5
0901970001,2018-2019学年第一学期,47.0,100.0,72.6,2.13
0901970001,2017-2018学年第一学期,34.0,100.0,75.18,0.0
0901970001,2016-2017学年第一学期,52.0,100.0,63.9,1.92
0901970001,2015-2016学年第一学期,43.0,100.0,72.09,0.0
0901970001,2014-2015学年第一学期,70.0,100.0,66.26,0.0
0901970001,2013-2014学年第一学期,57.0,100.0,75.49,3.51
0901970001,2012-2013学年第一学期,81.0,100.0,67.4,1.23
0901970001,2011-2012学年第一学期,53.0,100.0,69.0,5.66
0902000001,2013-2014学年第二学期,180.0,100.0,65.84,1.67
0902000001,2012-2013学年第二学期,221.0,100.0,74.53,9.95
0902000001,2011-2012学年第二学期,175.0,100.0,67.27,1.71
0902000001,2010-2011学年第二学期,239.0,100.0,67.53,2.09
0902000001,2009-2010学年第二学期,252.0,100.0,71.1,4.76
0902000001,2008-2009学年第二学期,187.0,100.0,65.91,2.67
0902000001,2007-2008学年第二学期,109.0,100.0,62.94,0.0
0902030001,2015-2016学年第一学期,31.0,100.0,68.55,9.68
0902030001,2013-2014学年第二学期,38.0,100.0,73.11,5.26
0902030001,2012-2013学年第二学期,52.0,100.0,72.94,1.92
0902030001,2012-2013学年第一学期,53.0,100.0,69.34,1.89
0902030001,2011-2012学年第一学期,45.0,100.0,71.24,2.22
0902030001,2010-2011学年第一学期,52.0,100.0,71.31,1.92
0902030001,2009-2010学年第一学期,52.0,100.0,73.04,0.0
0902030001,2008-2009学年第一学期,60.0,100.0,70.5,0.0
0902030001,2007-2008学年第一学期,69.0,100.0,75.83,0.0
0902040001,2011-2012学年第一学期,52.0,100.0,51.88,0.0
0902040001,2009-2010学年第一学期,46.0,100.0,63.72,2.17
0902040001,2007-2008学年第一学期,33.0,100.0,63.91,0.0
0902040001,2006-2007学年第一学期,15.0,100.0,66.5,7.14
0902040001,2004-2005学年第一学期,54.0,100.0,,0.0
0902040001,2003-2004学年第一学期,66.0,100.0,,0.0
